ID,Marriage_Type,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Parental_Approval,Urban_Rural,Dowry_Exchanged,Marital_Satisfaction,Divorce_Status,Children_Count,Income_Level,Years_Since_Marriage,Spouse_Working,Inter-Caste,Inter-Religion,Marriage_Type_Encoded,Gender_Encoded,Education_Level_Encoded,Caste_Match_Encoded,Religion_Encoded,Parental_Approval_Encoded,Dowry_Exchanged_Encoded,Marital_Satisfaction_Encoded,Divorce_Status_Encoded,Income_Level_Encoded,Spouse_Working_Encoded,Inter-Caste_Encoded,Inter-Religion_Encoded
7863,Love,23,Female,Graduate,Same,Hindu,Yes,Rural,Not Disclosed,High,No,5,High,29,Yes,No,No,1,0,0,1,1,2,1,0,0,0,1,0,0
7864,Love,27,Male,Graduate,Same,Muslim,Yes,Urban,Yes,Medium,No,5,Low,36,Yes,Yes,No,1,1,0,1,2,2,2,2,0,1,1,1,0
7865,Love,36,Female,Postgraduate,Same,Hindu,No,Rural,No,Medium,No,3,Middle,16,No,Yes,No,1,0,2,1,1,0,0,2,0,2,0,1,0
7866,Love,31,Female,PhD,Different,Hindu,Yes,Rural,Not Disclosed,Medium,No,0,Low,40,No,No,No,1,0,1,0,1,2,1,2,0,1,0,0,0
7867,Love,39,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Middle,30,Yes,Yes,No,1,0,2,1,1,2,0,2,0,2,1,1,0
7868,Love,30,Male,Graduate,Same,Hindu,Yes,Urban,No,Low,No,3,Middle,17,No,Yes,No,1,1,0,1,1,2,0,1,0,2,0,1,0
7869,Arranged,32,Male,School,Same,Sikh,No,Rural,Not Disclosed,Low,No,1,Middle,45,Yes,No,No,0,1,3,1,4,0,1,1,0,2,1,0,0
7870,Love,32,Female,School,Same,Muslim,Yes,Urban,No,Medium,No,1,Low,34,Yes,Yes,Yes,1,0,3,1,2,2,0,2,0,1,1,1,1
7871,Love,24,Female,Graduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Low,8,Yes,Yes,No,1,0,0,1,1,2,0,2,0,1,1,1,0
7872,Arranged,27,Female,Graduate,Same,Hindu,Yes,Rural,Yes,Medium,No,4,Low,49,No,No,No,0,0,0,1,1,2,2,2,0,1,0,0,0
7873,Arranged,29,Female,School,Same,Christian,Yes,Urban,No,High,No,1,Middle,30,Yes,No,No,0,0,3,1,0,2,0,0,0,2,1,0,0
7874,Arranged,31,Male,Graduate,Different,Muslim,Yes,Urban,Yes,Low,No,2,Middle,48,No,Yes,No,0,1,0,0,2,2,2,1,0,2,0,1,0
7875,Arranged,24,Female,Postgraduate,Same,Hindu,Partial,Urban,No,High,No,5,Low,14,Yes,No,No,0,0,2,1,1,1,0,0,0,1,1,0,0
7876,Arranged,26,Female,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Low,3,Yes,No,No,0,0,2,1,1,2,0,2,0,1,1,0,0
7877,Love,20,Male,School,Different,Hindu,Partial,Urban,No,Medium,No,1,Middle,44,Yes,No,No,1,1,3,0,1,1,0,2,0,2,1,0,0
7878,Arranged,36,Female,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,5,Low,33,Yes,No,No,0,0,0,1,1,2,2,0,0,1,1,0,0
7879,Arranged,38,Female,Graduate,Same,Sikh,No,Rural,Yes,Medium,No,1,Middle,45,Yes,Yes,No,0,0,0,1,4,0,2,2,0,2,1,1,0
7880,Arranged,18,Female,Postgraduate,Different,Christian,Yes,Rural,No,Low,No,4,Middle,37,No,No,No,0,0,2,0,0,2,0,1,0,2,0,0,0
7881,Love,39,Female,School,Different,Sikh,Yes,Urban,Not Disclosed,Medium,No,1,Middle,47,Yes,No,No,1,0,3,0,4,2,1,2,0,2,1,0,0
7882,Love,23,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,3,High,8,No,No,Yes,1,0,0,1,1,2,0,0,0,0,0,0,1
7883,Love,29,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,1,Low,5,No,No,No,1,1,2,1,1,2,0,2,0,1,0,0,0
7884,Love,26,Female,Graduate,Same,Hindu,Partial,Urban,No,High,No,5,High,12,No,No,No,1,0,0,1,1,1,0,0,0,0,0,0,0
7885,Arranged,19,Male,School,Different,Hindu,Yes,Rural,No,Medium,No,1,Middle,7,Yes,Yes,No,0,1,3,0,1,2,0,2,0,2,1,1,0
7886,Love,22,Female,School,Same,Muslim,Yes,Rural,Not Disclosed,High,No,2,Middle,37,No,No,No,1,0,3,1,2,2,1,0,0,2,0,0,0
7887,Love,24,Male,Graduate,Different,Sikh,Yes,Urban,Yes,Medium,No,3,Middle,34,No,Yes,No,1,1,0,0,4,2,2,2,0,2,0,1,0
7888,Love,38,Male,School,Same,Muslim,Partial,Urban,No,Low,No,3,Middle,11,Yes,No,No,1,1,3,1,2,1,0,1,0,2,1,0,0
7889,Arranged,39,Male,Graduate,Same,Christian,Yes,Rural,No,High,No,4,Middle,14,No,No,Yes,0,1,0,1,0,2,0,0,0,2,0,0,1
7890,Love,23,Female,School,Different,Hindu,Yes,Urban,No,High,No,3,Middle,3,Yes,No,Yes,1,0,3,0,1,2,0,0,0,2,1,0,1
7891,Love,26,Female,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,4,Middle,31,No,No,No,1,0,2,1,1,2,0,0,0,2,0,0,0
7892,Love,34,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,4,Middle,18,Yes,No,Yes,1,0,0,1,1,2,0,2,0,2,1,0,1
7893,Love,25,Male,PhD,Same,Christian,Yes,Rural,No,High,No,5,Middle,41,Yes,No,No,1,1,1,1,0,2,0,0,0,2,1,0,0
7894,Arranged,28,Male,Graduate,Same,Muslim,Yes,Rural,Yes,High,No,2,Low,39,Yes,Yes,Yes,0,1,0,1,2,2,2,0,0,1,1,1,1
7895,Arranged,19,Male,School,Same,Hindu,No,Rural,No,High,No,3,Low,48,Yes,Yes,No,0,1,3,1,1,0,0,0,0,1,1,1,0
7896,Love,36,Male,Graduate,Different,Hindu,Yes,Rural,Yes,High,No,5,Middle,17,Yes,Yes,Yes,1,1,0,0,1,2,2,0,0,2,1,1,1
7897,Arranged,19,Female,Postgraduate,Different,Hindu,No,Urban,No,Low,No,0,Middle,16,No,Yes,No,0,0,2,0,1,0,0,1,0,2,0,1,0
7898,Arranged,24,Male,Postgraduate,Different,Muslim,Yes,Urban,No,High,No,0,Middle,32,No,No,Yes,0,1,2,0,2,2,0,0,0,2,0,0,1
7899,Arranged,32,Female,School,Different,Muslim,Yes,Urban,No,High,No,2,Low,39,Yes,No,No,0,0,3,0,2,2,0,0,0,1,1,0,0
7900,Love,36,Female,Graduate,Same,Muslim,Yes,Urban,No,High,No,3,Middle,3,No,Yes,No,1,0,0,1,2,2,0,0,0,2,0,1,0
7901,Love,33,Female,Graduate,Different,Hindu,Yes,Urban,Yes,Low,No,4,Low,13,Yes,No,No,1,0,0,0,1,2,2,1,0,1,1,0,0
7902,Arranged,27,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,2,High,20,No,No,No,0,0,2,1,1,2,0,2,0,0,0,0,0
7903,Arranged,32,Female,Graduate,Same,Christian,Yes,Rural,No,Medium,No,2,Middle,31,No,No,Yes,0,0,0,1,0,2,0,2,0,2,0,0,1
7904,Arranged,29,Female,PhD,Different,Muslim,Partial,Rural,No,Medium,No,3,High,9,No,No,Yes,0,0,1,0,2,1,0,2,0,0,0,0,1
7905,Love,23,Male,PhD,Same,Hindu,No,Urban,No,Medium,No,5,Middle,46,No,No,Yes,1,1,1,1,1,0,0,2,0,2,0,0,1
7906,Arranged,24,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,3,Low,32,Yes,No,No,0,0,0,1,1,2,0,2,0,1,1,0,0
7907,Arranged,20,Male,PhD,Different,Muslim,Yes,Urban,Yes,Low,No,4,High,9,Yes,Yes,No,0,1,1,0,2,2,2,1,0,0,1,1,0
7908,Love,26,Male,PhD,Same,Muslim,Yes,Urban,No,Medium,No,1,Middle,21,Yes,No,No,1,1,1,1,2,2,0,2,0,2,1,0,0
7909,Love,30,Male,Postgraduate,Same,Hindu,Yes,Rural,Yes,Low,No,3,High,22,Yes,No,No,1,1,2,1,1,2,2,1,0,0,1,0,0
7910,Arranged,33,Male,Postgraduate,Different,Hindu,No,Rural,No,High,No,0,High,1,Yes,No,No,0,1,2,0,1,0,0,0,0,0,1,0,0
7911,Arranged,28,Female,Graduate,Same,Hindu,Yes,Urban,Yes,Medium,No,0,Middle,22,Yes,No,No,0,0,0,1,1,2,2,2,0,2,1,0,0
7912,Arranged,26,Male,Graduate,Different,Hindu,Yes,Rural,Yes,Medium,No,0,Middle,8,No,No,No,0,1,0,0,1,2,2,2,0,2,0,0,0
7913,Arranged,30,Female,School,Different,Hindu,Partial,Urban,Not Disclosed,Medium,No,2,Middle,26,No,Yes,Yes,0,0,3,0,1,1,1,2,0,2,0,1,1
7914,Arranged,32,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Medium,No,4,Low,45,Yes,No,Yes,0,0,2,1,1,2,0,2,0,1,1,0,1
7915,Love,19,Female,Graduate,Different,Muslim,Partial,Urban,Yes,Medium,No,5,Low,13,No,No,No,1,0,0,0,2,1,2,2,0,1,0,0,0
7916,Arranged,24,Male,Graduate,Same,Hindu,Yes,Urban,Yes,High,No,3,High,44,Yes,Yes,Yes,0,1,0,1,1,2,2,0,0,0,1,1,1
7917,Arranged,20,Female,Graduate,Same,Hindu,Partial,Rural,No,Medium,No,1,Low,35,Yes,Yes,Yes,0,0,0,1,1,1,0,2,0,1,1,1,1
7918,Arranged,22,Female,Graduate,Different,Muslim,Yes,Rural,No,Low,No,2,Middle,17,Yes,No,No,0,0,0,0,2,2,0,1,0,2,1,0,0
7919,Arranged,24,Female,School,Different,Muslim,Yes,Urban,No,Medium,No,4,Middle,9,No,Yes,No,0,0,3,0,2,2,0,2,0,2,0,1,0
7920,Love,29,Female,School,Same,Christian,Yes,Rural,No,High,No,5,Middle,46,Yes,No,No,1,0,3,1,0,2,0,0,0,2,1,0,0
7921,Love,39,Female,School,Same,Hindu,No,Urban,No,Medium,No,0,High,24,Yes,No,No,1,0,3,1,1,0,0,2,0,0,1,0,0
7922,Love,21,Male,Postgraduate,Different,Sikh,Yes,Urban,Yes,Medium,No,5,Middle,3,No,No,No,1,1,2,0,4,2,2,2,0,2,0,0,0
7923,Love,31,Male,PhD,Same,Others,Partial,Urban,No,Low,No,5,Low,41,Yes,No,No,1,1,1,1,3,1,0,1,0,1,1,0,0
7924,Arranged,20,Female,Graduate,Same,Hindu,Yes,Urban,No,High,No,2,Low,26,Yes,Yes,Yes,0,0,0,1,1,2,0,0,0,1,1,1,1
7925,Arranged,38,Male,Graduate,Same,Hindu,Yes,Urban,No,Low,No,3,High,28,Yes,No,No,0,1,0,1,1,2,0,1,0,0,1,0,0
7926,Arranged,24,Female,Graduate,Different,Muslim,Partial,Rural,No,Low,Yes,1,Middle,44,Yes,No,Yes,0,0,0,0,2,1,0,1,1,2,1,0,1
7927,Arranged,31,Female,School,Same,Hindu,Yes,Urban,No,High,No,4,High,9,Yes,No,No,0,0,3,1,1,2,0,0,0,0,1,0,0
7928,Arranged,24,Male,School,Same,Christian,Yes,Urban,No,High,No,5,Low,48,Yes,No,No,0,1,3,1,0,2,0,0,0,1,1,0,0
7929,Love,35,Male,School,Same,Muslim,No,Rural,No,High,No,4,High,27,No,Yes,No,1,1,3,1,2,0,0,0,0,0,0,1,0
7930,Love,31,Female,Postgraduate,Same,Hindu,Yes,Rural,Yes,Low,No,3,Low,36,Yes,Yes,No,1,0,2,1,1,2,2,1,0,1,1,1,0
7931,Arranged,22,Male,PhD,Same,Hindu,Yes,Urban,Yes,Low,No,4,High,3,Yes,Yes,Yes,0,1,1,1,1,2,2,1,0,0,1,1,1
7932,Love,27,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,1,Low,8,No,No,No,1,1,0,1,1,2,0,0,0,1,0,0,0
7933,Arranged,29,Female,Postgraduate,Same,Hindu,Yes,Urban,Yes,Low,No,4,Low,39,No,Yes,No,0,0,2,1,1,2,2,1,0,1,0,1,0
7934,Arranged,24,Male,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,1,Middle,21,No,No,Yes,0,1,0,0,1,2,0,2,0,2,0,0,1
7935,Arranged,36,Male,School,Same,Hindu,Yes,Urban,No,High,No,1,High,34,No,Yes,No,0,1,3,1,1,2,0,0,0,0,0,1,0
7936,Arranged,24,Female,School,Same,Hindu,No,Rural,No,Medium,No,4,Low,25,Yes,Yes,No,0,0,3,1,1,0,0,2,0,1,1,1,0
7937,Arranged,29,Male,School,Same,Christian,Yes,Urban,No,High,No,4,Low,21,Yes,Yes,Yes,0,1,3,1,0,2,0,0,0,1,1,1,1
7938,Arranged,25,Male,Graduate,Same,Christian,Yes,Rural,Not Disclosed,Medium,No,5,Low,31,No,No,No,0,1,0,1,0,2,1,2,0,1,0,0,0
7939,Love,31,Female,School,Different,Hindu,Yes,Rural,Yes,Low,Yes,2,Low,19,No,No,Yes,1,0,3,0,1,2,2,1,1,1,0,0,1
7940,Love,30,Male,Postgraduate,Different,Hindu,No,Rural,Yes,High,No,3,Middle,47,No,No,No,1,1,2,0,1,0,2,0,0,2,0,0,0
7941,Love,31,Male,Graduate,Same,Hindu,Yes,Rural,No,High,No,0,Low,19,Yes,Yes,Yes,1,1,0,1,1,2,0,0,0,1,1,1,1
7942,Love,23,Male,Graduate,Same,Hindu,Yes,Urban,No,High,No,4,Low,10,No,No,No,1,1,0,1,1,2,0,0,0,1,0,0,0
7943,Arranged,32,Male,Postgraduate,Same,Muslim,Yes,Rural,No,Medium,No,1,High,14,No,Yes,Yes,0,1,2,1,2,2,0,2,0,0,0,1,1
7944,Arranged,27,Female,Postgraduate,Different,Others,Yes,Urban,Not Disclosed,High,No,1,Middle,5,Yes,No,Yes,0,0,2,0,3,2,1,0,0,2,1,0,1
7945,Arranged,39,Female,Graduate,Same,Hindu,Partial,Urban,Yes,High,No,4,Middle,39,No,No,No,0,0,0,1,1,1,2,0,0,2,0,0,0
7946,Arranged,29,Male,School,Same,Hindu,Yes,Rural,Not Disclosed,Low,No,1,Middle,36,Yes,No,No,0,1,3,1,1,2,1,1,0,2,1,0,0
7947,Arranged,37,Female,Graduate,Different,Hindu,Yes,Rural,No,High,No,3,Middle,31,Yes,No,No,0,0,0,0,1,2,0,0,0,2,1,0,0
7948,Love,22,Female,Graduate,Same,Hindu,Yes,Rural,No,High,No,0,Middle,6,No,Yes,No,1,0,0,1,1,2,0,0,0,2,0,1,0
7949,Arranged,21,Female,School,Same,Muslim,No,Urban,No,High,No,4,High,4,Yes,No,Yes,0,0,3,1,2,0,0,0,0,0,1,0,1
7950,Love,39,Female,PhD,Same,Hindu,Yes,Rural,Yes,Low,No,4,Middle,36,No,Yes,No,1,0,1,1,1,2,2,1,0,2,0,1,0
7951,Love,39,Female,School,Different,Muslim,Yes,Rural,Yes,Low,Yes,2,Middle,47,Yes,No,No,1,0,3,0,2,2,2,1,1,2,1,0,0
7952,Arranged,18,Male,Graduate,Different,Muslim,Partial,Urban,No,Low,No,5,Middle,15,No,No,No,0,1,0,0,2,1,0,1,0,2,0,0,0
7953,Arranged,20,Male,PhD,Same,Hindu,Yes,Urban,No,Medium,Yes,4,Middle,18,Yes,No,Yes,0,1,1,1,1,2,0,2,1,2,1,0,1
7954,Love,36,Male,School,Same,Muslim,Yes,Urban,No,Medium,No,0,Low,20,No,No,No,1,1,3,1,2,2,0,2,0,1,0,0,0
7955,Love,22,Male,School,Different,Hindu,Yes,Urban,No,Medium,No,1,Middle,32,Yes,No,No,1,1,3,0,1,2,0,2,0,2,1,0,0
7956,Arranged,33,Female,Postgraduate,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,0,Middle,25,No,No,No,0,0,2,1,1,2,1,2,0,2,0,0,0
7957,Arranged,39,Female,Postgraduate,Same,Hindu,No,Rural,Yes,Low,No,2,High,8,No,No,No,0,0,2,1,1,0,2,1,0,0,0,0,0
7958,Love,25,Female,School,Same,Muslim,Yes,Rural,No,Medium,No,2,High,39,No,No,No,1,0,3,1,2,2,0,2,0,0,0,0,0
7959,Love,22,Female,School,Same,Hindu,No,Urban,No,Medium,No,2,Middle,46,Yes,Yes,Yes,1,0,3,1,1,0,0,2,0,2,1,1,1
7960,Love,29,Female,Graduate,Same,Muslim,Yes,Urban,No,High,No,2,High,13,Yes,No,Yes,1,0,0,1,2,2,0,0,0,0,1,0,1
7961,Arranged,35,Male,Graduate,Same,Hindu,Yes,Rural,No,Low,No,3,Middle,49,No,No,No,0,1,0,1,1,2,0,1,0,2,0,0,0
7962,Arranged,31,Female,Postgraduate,Same,Hindu,Yes,Rural,No,Low,No,5,Low,20,Yes,Yes,No,0,0,2,1,1,2,0,1,0,1,1,1,0
7963,Love,31,Female,School,Same,Hindu,Yes,Urban,Not Disclosed,Low,No,0,Low,48,No,No,No,1,0,3,1,1,2,1,1,0,1,0,0,0
7964,Arranged,24,Female,School,Same,Muslim,Yes,Urban,Yes,High,Yes,4,Low,41,Yes,No,No,0,0,3,1,2,2,2,0,1,1,1,0,0
7965,Arranged,36,Female,School,Same,Hindu,Yes,Urban,Yes,Medium,No,5,Middle,48,Yes,No,No,0,0,3,1,1,2,2,2,0,2,1,0,0
7966,Arranged,36,Male,School,Different,Muslim,Yes,Urban,Yes,Medium,No,3,Middle,4,No,No,No,0,1,3,0,2,2,2,2,0,2,0,0,0
7967,Arranged,29,Female,School,Same,Muslim,Partial,Rural,No,Low,No,0,Middle,48,Yes,Yes,No,0,0,3,1,2,1,0,1,0,2,1,1,0
7968,Love,28,Male,School,Same,Hindu,Yes,Urban,Yes,Low,Yes,2,Middle,33,Yes,No,No,1,1,3,1,1,2,2,1,1,2,1,0,0
7969,Arranged,18,Female,School,Different,Muslim,Yes,Urban,No,Medium,No,3,Middle,23,No,No,No,0,0,3,0,2,2,0,2,0,2,0,0,0
7970,Arranged,21,Male,Graduate,Same,Christian,Yes,Urban,No,High,No,4,Low,31,No,No,Yes,0,1,0,1,0,2,0,0,0,1,0,0,1
7971,Love,24,Female,School,Same,Muslim,Yes,Urban,No,Medium,No,0,Low,26,Yes,No,Yes,1,0,3,1,2,2,0,2,0,1,1,0,1
7972,Love,36,Male,Postgraduate,Different,Hindu,Yes,Urban,No,Medium,No,2,Middle,45,Yes,No,No,1,1,2,0,1,2,0,2,0,2,1,0,0
7973,Love,38,Female,School,Same,Hindu,Partial,Urban,No,High,No,2,Middle,38,Yes,Yes,No,1,0,3,1,1,1,0,0,0,2,1,1,0
7974,Arranged,31,Female,Postgraduate,Different,Hindu,Partial,Urban,Yes,Medium,Yes,5,Middle,39,No,Yes,Yes,0,0,2,0,1,1,2,2,1,2,0,1,1
7975,Love,25,Female,Graduate,Different,Sikh,No,Urban,No,Medium,No,0,High,29,Yes,No,No,1,0,0,0,4,0,0,2,0,0,1,0,0
7976,Love,21,Female,School,Same,Sikh,No,Urban,Yes,High,Yes,2,Middle,28,No,No,No,1,0,3,1,4,0,2,0,1,2,0,0,0
7977,Arranged,19,Female,PhD,Same,Christian,Yes,Rural,Yes,Medium,No,3,Middle,36,No,No,No,0,0,1,1,0,2,2,2,0,2,0,0,0
7978,Love,33,Male,Graduate,Same,Hindu,Yes,Urban,No,Medium,Yes,5,Middle,23,Yes,No,No,1,1,0,1,1,2,0,2,1,2,1,0,0
7979,Love,20,Female,School,Same,Hindu,Yes,Urban,No,Medium,Yes,3,Low,26,Yes,No,No,1,0,3,1,1,2,0,2,1,1,1,0,0
7980,Arranged,26,Female,School,Same,Muslim,Yes,Rural,No,Medium,No,0,Low,35,No,No,No,0,0,3,1,2,2,0,2,0,1,0,0,0
7981,Arranged,34,Male,Graduate,Different,Hindu,Yes,Urban,No,Medium,Yes,5,High,22,Yes,No,No,0,1,0,0,1,2,0,2,1,0,1,0,0
7982,Arranged,29,Male,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,1,Middle,43,No,No,No,0,1,0,0,1,2,0,2,0,2,0,0,0
7983,Arranged,20,Female,Postgraduate,Same,Muslim,No,Rural,Not Disclosed,Medium,No,3,High,38,No,No,No,0,0,2,1,2,0,1,2,0,0,0,0,0
7984,Love,26,Male,Postgraduate,Different,Muslim,Yes,Urban,Yes,Medium,No,3,Middle,24,No,Yes,Yes,1,1,2,0,2,2,2,2,0,2,0,1,1
7985,Arranged,30,Female,School,Different,Sikh,Yes,Rural,Yes,Medium,No,5,High,32,No,No,No,0,0,3,0,4,2,2,2,0,0,0,0,0
7986,Arranged,26,Male,School,Same,Hindu,Yes,Urban,No,High,No,4,Low,25,No,Yes,Yes,0,1,3,1,1,2,0,0,0,1,0,1,1
7987,Arranged,23,Male,School,Same,Hindu,Yes,Urban,Yes,Medium,No,1,Low,6,Yes,No,No,0,1,3,1,1,2,2,2,0,1,1,0,0
7988,Arranged,19,Male,Postgraduate,Same,Muslim,Yes,Urban,Not Disclosed,Low,No,1,Low,7,No,Yes,No,0,1,2,1,2,2,1,1,0,1,0,1,0
7989,Arranged,21,Male,Graduate,Different,Hindu,Yes,Rural,Yes,Low,No,1,Low,47,Yes,No,No,0,1,0,0,1,2,2,1,0,1,1,0,0
7990,Love,36,Female,Graduate,Same,Muslim,No,Urban,No,High,No,2,Middle,42,Yes,No,No,1,0,0,1,2,0,0,0,0,2,1,0,0
7991,Arranged,36,Female,Graduate,Different,Hindu,Yes,Urban,No,Medium,No,1,Low,26,No,No,No,0,0,0,0,1,2,0,2,0,1,0,0,0
7992,Arranged,36,Female,Graduate,Different,Hindu,No,Urban,No,Low,Yes,2,Middle,47,Yes,No,No,0,0,0,0,1,0,0,1,1,2,1,0,0
7993,Love,25,Female,PhD,Different,Hindu,Yes,Urban,Not Disclosed,Medium,No,3,High,35,Yes,No,No,1,0,1,0,1,2,1,2,0,0,1,0,0
7994,Arranged,35,Female,Graduate,Same,Hindu,Yes,Urban,No,Low,No,1,Middle,41,No,No,No,0,0,0,1,1,2,0,1,0,2,0,0,0
7995,Arranged,26,Male,School,Different,Muslim,Partial,Urban,No,Medium,No,2,Middle,45,Yes,Yes,No,0,1,3,0,2,1,0,2,0,2,1,1,0
7996,Love,19,Female,Postgraduate,Different,Hindu,Yes,Urban,No,High,Yes,0,Middle,42,Yes,No,No,1,0,2,0,1,2,0,0,1,2,1,0,0
7997,Arranged,38,Male,Postgraduate,Same,Hindu,Yes,Urban,No,Medium,No,3,Middle,10,Yes,No,No,0,1,2,1,1,2,0,2,0,2,1,0,0
7998,Arranged,23,Male,PhD,Same,Hindu,Yes,Urban,No,Medium,No,1,Low,42,No,Yes,Yes,0,1,1,1,1,2,0,2,0,1,0,1,1
7999,Love,36,Female,School,Different,Muslim,Yes,Urban,No,Medium,No,1,High,10,Yes,Yes,No,1,0,3,0,2,2,0,2,0,0,1,1,0
8000,Arranged,32,Female,Graduate,Same,Hindu,Partial,Rural,No,Low,No,4,Middle,18,No,No,No,0,0,0,1,1,1,0,1,0,2,0,0,0
8001,Arranged,22,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,No,2,High,20,Yes,No,Yes,0,0,0,1,2,2,0,2,0,0,1,0,1
8002,Arranged,27,Male,Graduate,Different,Hindu,Yes,Rural,Yes,High,No,2,Middle,16,No,No,No,0,1,0,0,1,2,2,0,0,2,0,0,0
8003,Arranged,21,Female,Graduate,Different,Hindu,Partial,Rural,Not Disclosed,High,No,1,Middle,46,No,No,No,0,0,0,0,1,1,1,0,0,2,0,0,0
8004,Arranged,36,Female,Graduate,Same,Muslim,Yes,Urban,No,Medium,Yes,1,Middle,1,Yes,No,Yes,0,0,0,1,2,2,0,2,1,2,1,0,1
8005,Love,25,Female,School,Same,Muslim,No,Urban,No,Low,No,4,Middle,12,Yes,No,No,1,0,3,1,2,0,0,1,0,2,1,0,0
8006,Love,33,Male,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,2,Middle,36,No,No,No,1,1,0,1,1,2,0,2,0,2,0,0,0
8007,Arranged,27,Female,School,Same,Christian,Yes,Urban,No,Medium,No,5,Middle,14,No,Yes,No,0,0,3,1,0,2,0,2,0,2,0,1,0
8008,Arranged,37,Male,School,Different,Muslim,Yes,Rural,Yes,High,No,1,Low,35,No,Yes,No,0,1,3,0,2,2,2,0,0,1,0,1,0
8009,Arranged,21,Female,School,Same,Hindu,Yes,Rural,No,Low,No,3,Middle,16,No,No,No,0,0,3,1,1,2,0,1,0,2,0,0,0
8010,Love,26,Male,School,Different,Hindu,Yes,Urban,Yes,Medium,No,1,High,32,Yes,No,Yes,1,1,3,0,1,2,2,2,0,0,1,0,1
8011,Arranged,35,Male,PhD,Same,Hindu,Partial,Urban,Not Disclosed,High,No,5,Low,31,Yes,No,No,0,1,1,1,1,1,1,0,0,1,1,0,0
8012,Arranged,29,Male,Graduate,Different,Sikh,Partial,Urban,Yes,Low,No,0,Middle,7,Yes,No,No,0,1,0,0,4,1,2,1,0,2,1,0,0
8013,Love,29,Female,Postgraduate,Same,Muslim,Yes,Urban,No,Medium,No,3,Low,35,No,Yes,No,1,0,2,1,2,2,0,2,0,1,0,1,0
8014,Arranged,18,Male,Graduate,Different,Muslim,Partial,Rural,No,Medium,No,0,Low,46,No,No,No,0,1,0,0,2,1,0,2,0,1,0,0,0
8015,Arranged,35,Male,Graduate,Different,Hindu,Yes,Rural,No,High,No,0,High,18,No,No,No,0,1,0,0,1,2,0,0,0,0,0,0,0
8016,Love,36,Male,Postgraduate,Different,Muslim,Yes,Urban,Not Disclosed,High,No,5,Middle,31,Yes,No,No,1,1,2,0,2,2,1,0,0,2,1,0,0
8017,Love,29,Female,Graduate,Same,Muslim,Yes,Urban,No,High,No,1,Middle,11,Yes,No,Yes,1,0,0,1,2,2,0,0,0,2,1,0,1
8018,Love,34,Female,School,Different,Muslim,Yes,Urban,Yes,Medium,No,4,Middle,37,No,Yes,No,1,0,3,0,2,2,2,2,0,2,0,1,0
8019,Arranged,26,Female,Graduate,Same,Hindu,Partial,Urban,No,Medium,No,1,Low,19,Yes,Yes,No,0,0,0,1,1,1,0,2,0,1,1,1,0
8020,Arranged,22,Female,Graduate,Same,Hindu,Yes,Rural,No,Medium,No,0,Middle,6,Yes,No,No,0,0,0,1,1,2,0,2,0,2,1,0,0
8021,Arranged,26,Male,School,Different,Others,Partial,Urban,No,Medium,No,0,High,16,No,Yes,No,0,1,3,0,3,1,0,2,0,0,0,1,0
8022,Arranged,24,Male,School,Same,Others,Partial,Urban,Yes,Medium,Yes,2,Middle,42,No,No,No,0,1,3,1,3,1,2,2,1,2,0,0,0
8023,Arranged,22,Female,Graduate,Same,Muslim,Partial,Urban,No,High,No,5,Low,20,No,No,No,0,0,0,1,2,1,0,0,0,1,0,0,0
8024,Arranged,38,Female,School,Different,Hindu,Yes,Urban,No,Medium,No,0,High,11,No,No,Yes,0,0,3,0,1,2,0,2,0,0,0,0,1
8025,Arranged,21,Male,Postgraduate,Same,Hindu,Yes,Urban,No,High,No,5,Middle,22,No,Yes,Yes,0,1,2,1,1,2,0,0,0,2,0,1,1
8026,Love,22,Male,School,Same,Hindu,Yes,Rural,No,Low,No,3,Low,23,Yes,No,No,1,1,3,1,1,2,0,1,0,1,1,0,0
8027,Arranged,20,Male,PhD,Same,Hindu,Yes,Rural,Not Disclosed,Medium,No,4,High,4,Yes,No,No,0,1,1,1,1,2,1,2,0,0,1,0,0
8028,Arranged,24,Male,School,Different,Hindu,No,Urban,No,High,No,0,Middle,28,Yes,Yes,No,0,1,3,0,1,0,0,0,0,2,1,1,0
8029,Arranged,27,Female,Graduate,Different,Hindu,No,Urban,No,Medium,No,4,Middle,45,No,No,Yes,0,0,0,0,1,0,0,2,0,2,0,0,1
